                  id                  |  max  |                name                
 elia_suleiman                        |  5640 | Elia Suleiman
 stig_bergqvist                       |  3683 | Stig Bergqvist
 john_boulting                        |  5685 | John Boulting
 s_sylvan_simon                       |  9967 | S. Sylvan Simon
 kevin_hooks                          |  6591 | Kevin Hooks
 _0734308                             |  1537 | David Rocksavage
 john-eng                             |  6079 | John Eng
 rowan-woods                          |  8894 | Rowan Woods
 david_moreau                         |  9715 | David Moreau
 jan_kounen                           |  9790 | Jan Kounen
 lawrence_kasdan                      |  6601 | Lawrence Kasdan
 jim_goddard                          |  3111 | Jim Goddard
 spike_jonze                          |  5532 | Spike Jonze
 matt_williams                        |  6075 | Matt Williams
 pavel_chukhraj                       |  7274 | Pavel Chukhraj
 jon_kasdan                           |  9442 | Jon Kasdan
 paul_auster                          |  2630 | Paul Auster
 robert-downey-sr                     |  5341 | Robert Downey Sr.
 morgan_spurlock                      |  9795 | Morgan Spurlock
 andrew_black                         |  9901 | Andrew Black
 stephen_surjik                       |  7830 | Stephen Surjik
 gerard_stembridge                    |  3560 | Gerard Stembridge
 jack-haley-jr                        |  7922 | Jack Haley Jr.
 duncan-gibbins                       |  6167 | Duncan Gibbins
 annabel_jankel                       | 10152 | Annabel Jankel
 jerry_paris                          |  2155 | Jerry Paris
 bob_balaban                          |  2323 | Bob Balaban
 _0533145                             | 10106 | David Mackay
 ang_lee                              |  9583 | Ang Lee
 geoff_burton                         |   312 | Geoff Burton
 lindsay_anderson                     | 10103 | Lindsay Anderson
 john_paragon                         |  8756 | John Paragon
 martine_dugowson                     |  1052 | Martine Dugowson
 w_scott_peake                        |  5729 | W. Scott Peake
 lexi_alexander                       | 10098 | Lexi Alexander
 edgar_wright                         |  9376 | Edgar Wright
 jean_vigo                            |  7968 | Jean Vigo
 nancy_meyers                         |  6718 | Nancy Meyers
 kevin_allen                          |  6909 | Kevin Allen
 emile_gaudreault                     |  6352 | Émile Gaudreault
 mike_maguire                         |  9959 | Mike Maguire
 kimberly_peirce                      |  9778 | Kimberly Peirce
 allan_dwan                           |  7450 | Allan Dwan
 _0705655                             |  5859 | Ed Radtke
 tomas-alfredson                      |  9940 | Tomas Alfredson
 steven_soderbergh                    | 10113 | Steven Soderbergh
 peter_chelsom                        |  7844 | Peter Chelsom
 william_phelps                       |  3828 | William Phelps
 nicholas_kazan                       |  7646 | Nicholas Kazan
 benoit_mariage                       |  3128 | Benoît Mariage
 scott_elliott_ii                     |  2875 | Scott Elliott (II)
 jack_lemmon                          |  7699 | Jack Lemmon
 peter_sykes                          |  5335 | Peter Sykes
 simon_callow                         |  8497 | Simon Callow
 sara_st_onge                         |  9499 | Sara St. Onge
 will_mackenzie                       |  6495 | Will Mackenzie
 britt_allcroft                       |  3521 | Britt Allcroft
 nana_dzhordzhadze                    |  1359 | Nana Dzhordzhadze
 laurent_cantet                       | 10086 | Laurent Cantet
 arlene_sanford                       |  4978 | Arlene Sanford
 howard_zieff                         |  6114 | Howard Zieff
 brett_halsey                         |  8565 | Brett Halsey
 jim_hanon_ii                         |  9147 | Jim Hanon (II)
 ray-muller                           |   351 | Ray Muller
 david_ondaatje                       |  2008 | David Ondaatje
 lynne_ramsay                         |  5575 | Lynne Ramsay
 robert_clouse                        |  7009 | Robert Clouse
 suzanne_bier                         |  9597 | Susanne Bier
 david_swift                          |  7185 | David Swift
 nathan-frankowski                    |  9807 | Nathan Frankowski
 _0382147                             |  1033 | Russ Hexter
 craig_bolotin                        |  2801 | Craig Bolotin
 andrea-bianchi                       |  4869 | Andrea Bianchi
 mark_rucker                          |  6505 | Mark Rucker
 tom_gilroy                           |  6696 | Tom Gilroy
 dale_launer                          |  4002 | Dale Launer
 da_pennebaker                        |  8083 | D.A. Pennebaker
 dennis_dugan                         |  9847 | Dennis Dugan
 ekachai_uekrongtham                  |  8514 | Ekachai Uekrongtham
 etienne_chatiliez                    |   111 | Étienne Chatiliez
 steve_pink                           |  9179 | Steve Pink
 tom_stoppard                         |  1124 | Tom Stoppard
 stephen_sommers                      |  6333 | Stephen Sommers
 joachim_trier                        |  9825 | Joachim Trier
 randal_kleiser                       |  7174 | Randal Kleiser
 catherine_jelski                     |  5316 | Catherine Jelski
 steve_anderson_v                     |  9277 | Steve Anderson (V)
 brian_gibson                         |  2256 | Brian Gibson
 peter_jackson                        |  9551 | Peter Jackson
 jonathan_lynn                        |  8211 | Jonathan Lynn
 dan_obannon                          |  4212 | Dan O'Bannon
 jehane_noujaim                       |  7940 | Jehane Noujaim
 sergey_bodrov                        |  1311 | Sergey Bodrov
 lance_young                          |   896 | Lance Young
 mary_mcguckian                       |  8727 | Mary McGuckian
 sarah-robertson                      |  9531 | Sarah Robertson
 clive_donner                         |  6623 | Clive Donner
 joonho_bong                          |  9396 | Joon-ho Bong
 king_hu                              |  8823 | King Hu
 genevieve_robert                     |  4164 | Geneviève Robert
 sandor_stern                         | 10123 | Sandor Stern
 troy_beyer                           |  6717 | Troy Beyer
 frederic_back                        |  8637 | Frédéric Back
 jon_beckerman                        | 10154 | Jon Beckerman
 lee_tamahori                         |  9381 | Lee Tamahori
 anthony_mann                         |  9034 | Anthony Mann
 pamela_yates                         |  6890 | Pamela Yates
 graham_kitchener                     |   989 | Graham Kitchener
 lone_scherfig                        |  6915 | Lone Scherfig
 gina_princebythewood                 | 10019 | Gina Prince-Bythewood
 terence_h_winkless                   |  5189 | Terence H. Winkless
 takashi_miike                        | 10064 | Takashi Miike
 kelly_reichardt                      |  9331 | Kelly Reichardt
 marc_caro                            |  1062 | Marc Caro
 david_lean                           |  7046 | David Lean
 vincent_jay_miller                   |  4000 | Vincent Jay Miller
 roland_west                          |  2898 | Roland West
 aoyama_shinji                        |  3956 | Aoyama Shinji
 darren_lynn_bausman                  |  9617 | Darren Lynn Bousman
 _0210130                             |  5340 | Alberto De Martino
 alex-steyermark                      |  6951 | Alex Steyermark
 bill_l_norton                        |  6403 | Bill L. Norton
 john_cardos                          |  6428 | John 'Bud' Cardos
 len_wiseman                          |  9500 | Len Wiseman
 seijun_suzuki                        | 10082 | Seijun Suzuki
 david_koepp                          |  9974 | David Koepp
 david_gordon_green                   |  9765 | David Gordon Green
 roland_suso_richter                  |  8277 | Roland Suso Richter
 eric-steel                           |  9222 | Eric Steel
 greg_spence                          |  1569 | Greg Spence
 john_s_robertson                     |  2939 | John S. Robertson
 ivan_passer                          |  3436 | Ivan Passer
 jennie-livingston                    |  1077 | Jennie Livingston
 adam_bernstein                       |  6409 | Adam Bernstein
 xavier_koller                        |  1889 | Xavier Koller
 kazuaki-kiriya                       |  8381 | Kazuaki Kiriya
 howard_e_baker                       |  4083 | Howard E. Baker
 buster-keaton-jr                     |  7557 | Buster Keaton Jr.
 wilfred_jackson                      |   940 | Wilfred Jackson
 matt_stone                           |  7845 | Matt Stone
 stuart_rosenberg                     | 10018 | Stuart Rosenberg
 claire_denis                         |  7177 | Claire Denis
 brian_sloan                          |  4887 | Brian Sloan
 _0637615                             |  5824 | Gaspar Noé
 1010002-tony_martin                  | 10028 | Tony Martin
 martin_campbell                      |  9279 | Martin Campbell
 peter_medak                          |  8655 | Peter Medak
 sandra_werneck                       |  6173 | Sandra Werneck
 shelly_garrett                       |  9037 | Shelly Garrett
 alfonso_cuaron                       |  9256 | Alfonso Cuarón
 hy_averback                          |  8093 | Hy Averback
 brian_levant                         |  8473 | Brian Levant
